form,exp,type,geozone,date,stemp,btemp,btime,start,visib,maxdepth,current,habitat,species,abundance,year,as_as_date,quarter_year,lat,lon,lat2,lon2,state,semester,abundance2,maxsst30,maxsst60,maxsst90,maxsst180,maxsst360,maxanom30,maxanom60,maxanom90,maxanom180,maxanom360,maxsst30_days,maxsst60_days,maxsst90_days,maxsst180_days,maxsst360_days,maxanom30_days,maxanom60_days,maxanom90_days,maxanom180_days,maxanom360_days
5125640,E,3,13440001,5/9/17,0,42,65,19,2,7,2,2,173,0,2017,5/9/17,Q2.2017,48 49.00,-123 36.04,48.49000,-123.36040,BC,1.2017,0,9.63,9.63,9.63,10.80,14.01,NaN,NaN,NaN,NaN,NaN,17,17,17,178,268,29,59,89,179,359
5075061,E,3,13460022,8/21/13,0,48,45,18,4,9,2,2,173,3,2013,8/21/13,Q3.2013,48 34.789,-123 28.277,48.34789,-123.28277,BC,2.2013,11,12.83,13.63,13.63,13.63,13.63,NaN,NaN,NaN,NaN,NaN,16,35,35,35,35,29,59,89,179,359
53510,N,3,26120008,3/31/07,0,0,30,11,2,7,1,2,173,2,2007,3/31/07,Q1.2007,47 24.66,-122 26.05,47.24660,-122.26050,WA,1.2007,2,8.46,8.46,8.46,11.98,14.16,0.60,0.60,0.60,0.60,1.63,14,14,14,178,237,14,14,14,14,279
5046965,N,3,27020112,5/29/11,56,53,40,12,2,7,2,2,173,2,2011,5/29/11,Q2.2011,48 08.433,-123 26.600,48.08433,-123.26600,WA,1.2011,2,9.96,9.96,9.96,9.96,12.09,-0.33,-0.33,-0.21,0.29,1.03,0,0,0,0,297,27,27,68,158,204
5056044,E,3,24020009,3/3/12,47,47,54,19,2,5,3,11,173,2,2012,3/3/12,Q1.2012,48 09.81,-122 38.27,48.09810,-122.38270,WA,1.2012,2,7.16,7.16,7.42,12.52,13.48,-0.29,-0.29,-0.29,0.42,1.04,8,8,88,178,222,10,10,10,155,222
5125335,E,3,13460001,4/27/17,0,45,54,18,2,9,2,2,173,2,2017,4/27/17,Q2.2017,48 35.90,-123 28.78,48.35900,-123.28780,BC,1.2017,2,9.69,9.69,9.69,10.87,14.88,NaN,NaN,NaN,NaN,NaN,5,5,5,169,256,29,59,89,179,359
5131088,E,3,13460007,8/17/17,0,52,59,18,2,11,3,11,173,1,2017,8/17/17,Q3.2017,48 34.551,-123 28.872,48.34551,-123.28872,BC,2.2017,1,13.40,13.40,13.40,13.40,13.80,NaN,NaN,NaN,NaN,NaN,12,12,12,12,356,29,59,89,179,359
5026679,E,3,22240004,8/10/09,0,54,65,18,3,9,2,12,173,0,2009,8/10/09,Q3.2009,48 45.799,-122 52.610,48.45799,-122.52610,WA,2.2009,0,13.62,13.62,13.62,13.62,13.63,1.33,1.33,1.33,1.33,1.57,19,19,19,19,336,19,19,19,19,336
5022191,E,3,26110006,4/5/09,0,44,39,11,2,9,2,2,173,2,2009,4/5/09,Q2.2009,48 35.88,-122 29.68,48.35880,-122.29680,WA,1.2009,2,7.52,7.52,7.52,10.44,13.63,-0.37,-0.21,-0.19,0.70,1.57,11,11,11,179,209,29,34,78,154,209
5012723,E,3,23200002,1/21/08,0,46,44,14,2,10,3,2,173,3,2008,1/21/08,Q1.2008,47 44.18,-122 51.58,47.44180,-122.51580,WA,1.2008,11,8.17,9.43,11.69,15.24,15.24,-0.03,0.28,0.91,2.29,2.29,29,58,89,176,176,2,47,89,176,176
5026665,E,3,27030105,8/13/09,50,50,50,9,4,7,2,2,173,3,2009,8/13/09,Q3.2009,48 23.52,-124 41.80,48.23520,-124.41800,WA,2.2009,11,11.78,11.78,11.78,11.78,12.00,-0.59,-0.39,0.10,0.19,0.94,27,27,27,27,348,27,55,88,96,262
5120296,N,3,26110007,3/19/16,0,48,65,22,2,6,3,9,173,0,2016,3/19/16,Q1.2016,47 35.97,-122 34.65,47.35970,-122.34650,WA,1.2016,0,9.35,9.35,9.35,13.83,16.22,1.45,1.51,1.51,2.18,3.21,0,0,0,166,232,0,51,51,166,232
5115267,E,3,42020105,7/24/16,0,50,48,10,2,9,3,2,173,0,2016,7/24/16,Q3.2016,34 03.81,-120 21.35,34.03810,-120.21350,CA,2.2016,0,16.93,16.93,16.93,16.93,22.27,1.32,1.32,1.78,1.89,5.50,7,7,7,7,317,19,19,76,95,317
5055664,N,3,23304001,2/18/12,0,48,47,10,2,7,2,12,173,3,2012,2/18/12,Q1.2012,47 26.78,-123 06.80,47.26780,-123.06800,WA,1.2012,11,7.28,7.71,9.05,14.65,14.65,-0.56,-0.56,-0.40,2.03,2.03,24,51,85,176,176,24,24,79,176,176
5104985,E,3,28100005,10/17/15,57,57,43,15,2,7,2,2,173,0,2015,10/17/15,Q4.2015,47 20.86,-122 33.37,47.20860,-122.33370,WA,2.2015,0,13.82,15.82,16.25,16.25,16.25,2.14,2.76,3.23,3.23,3.23,12,58,78,78,78,12,55,78,78,78
5030286,E,3,13470002,12/29/09,0,44,51,9,2,7,2,12,173,3,2009,12/29/09,Q4.2009,48 27.34,-123 15.98,48.27340,-123.15980,BC,2.2009,11,8.91,9.78,11.50,12.76,12.76,0.38,0.48,0.74,0.94,0.94,29,55,89,178,178,29,51,89,107,107
5110173,E,3,23304005,4/9/16,0,49,67,12,2,8,3,11,173,2,2016,4/9/16,Q2.2016,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2016,2,10.42,10.42,10.42,12.57,15.61,1.99,1.99,1.99,1.99,2.74,0,0,0,179,253,7,7,7,7,253
43743,E,3,12091002,7/23/06,0,51,50,10,3,9,2,8,173,2,2006,7/23/06,Q3.2006,48 57.38,-125 02.01,48.57380,-125.02010,BC,2.2006,2,14.06,14.06,14.06,14.06,15.95,1.14,1.67,1.67,2.15,2.96,3,3,3,3,353,3,46,46,179,353
5053694,N,3,13550102,12/13/11,45,43,31,10,3,11,2,12,173,2,2011,12/13/11,Q4.2011,49 37.329,-124 03.658,49.37329,-124.03658,BC,2.2011,2,8.83,11.67,16.90,20.14,20.14,-0.05,0.50,2.29,3.89,3.89,28,59,89,130,130,26,56,89,130,130
5074830,E,3,27030107,8/14/13,0,45,50,10,3,9,3,2,173,3,2013,8/14/13,Q3.2013,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2013,11,12.42,12.78,12.78,12.78,12.78,0.05,0.76,1.36,1.36,1.38,29,43,43,43,43,29,43,73,73,253
5046204,E,3,42030205,3/24/11,53,0,37,9,1,4,1,7,173,0,2011,3/24/11,Q1.2011,33 24.03,-118 22.02,33.24030,-118.22020,CA,1.2011,0,14.16,14.83,14.83,19.97,19.97,-0.82,0.06,0.06,0.48,0.48,7,40,40,172,172,27,40,40,138,138
5070172,E,3,13650101,5/11/13,0,49,59,11,1,8,2,12,173,4,2013,5/11/13,Q2.2013,49 22.20,-123 17.60,49.22200,-123.17600,BC,1.2013,101,13.76,13.76,13.76,13.76,19.23,2.03,2.03,2.03,2.03,2.94,3,3,3,3,266,3,3,3,3,266
5102463,E,3,27030103,8/20/15,46,46,53,12,2,8,2,1,173,0,2015,8/20/15,Q3.2015,48 23.68,-124 40.60,48.23680,-124.40600,WA,2.2015,0,13.86,13.86,13.86,13.86,13.86,1.45,1.45,1.45,1.98,3.48,20,20,20,20,20,20,20,20,146,292
5050572,E,3,29010001,8/24/11,50,50,66,10,2,5,2,2,173,3,2011,8/24/11,Q3.2011,48 21.88,-124 43.62,48.21880,-124.43620,WA,2.2011,11,12.57,12.57,12.57,12.57,12.57,0.27,0.27,0.27,0.27,2.10,0,0,0,0,0,0,0,0,0,293
5033638,N,3,24020003,5/9/10,79,46,52,15,2,10,2,12,173,2,2010,5/9/10,Q2.2010,47 54.349,-122 22.612,47.54349,-122.22612,WA,1.201,2,10.45,10.45,10.45,10.53,14.56,0.95,0.95,0.95,0.95,2.11,0,0,0,179,291,23,23,23,23,329
5118258,E,3,12091002,10/12/16,0,50,66,9,2,8,2,2,173,0,2016,10/12/16,Q4.2016,48 57.38,-125 02.01,48.57380,-125.02010,BC,2.2016,0,15.17,17.52,17.52,17.52,17.52,2.88,4.64,4.64,4.64,4.64,29,46,46,46,46,1,46,46,46,46
5017333,E,3,27030112,8/19/08,46,46,31,14,3,3,3,2,173,2,2008,8/19/08,Q3.2008,48 23.36,-124 43.315,48.23360,-124.43315,WA,2.2008,2,12.28,12.28,12.28,12.28,12.28,-0.13,-0.13,-0.13,-0.13,1.42,2,2,2,2,355,2,2,2,2,301
5078252,E,3,23301006,11/16/13,0,49,47,14,3,10,2,8,173,3,2013,11/16/13,Q4.2013,47 33.86,-123 00.87,47.33860,-123.00870,WA,2.2013,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
5078443,E,3,31060205,11/23/13,50,50,40,14,3,4,3,2,173,3,2013,11/23/13,Q4.2013,44 47.388,-124 04.314,44.47388,-124.04314,OR,2.2013,11,12.79,14.93,16.40,16.40,16.40,0.98,2.22,2.65,2.97,2.97,28,59,77,77,77,28,48,77,146,146
5077721,E,3,22100031,10/9/13,54,0,46,14,2,8,2,12,173,2,2013,10/9/13,Q4.2013,48 35.452,-123 02.254,48.35452,-123.02254,WA,2.2013,2,13.16,13.16,13.69,13.69,13.69,1.55,1.55,1.57,1.57,1.57,25,25,84,84,84,25,25,84,84,84
5075033,E,3,27020202,8/14/13,48,48,63,18,2,4,2,2,173,2,2013,8/14/13,Q3.2013,48 16.03,-124 17.83,48.16030,-124.17830,WA,2.2013,2,12.29,12.37,12.37,12.37,12.37,0.19,0.59,0.94,0.94,1.34,26,43,43,43,43,26,43,71,71,253
55716,N,3,42070209,5/3/07,57,52,41,9,2,12,2,12,173,0,2007,5/3/07,Q2.2007,32 39.122,-117 15.747,32.39122,-117.15747,CA,1.2007,0,16.01,16.01,16.01,17.75,23.75,-0.51,-0.27,-0.08,0.61,3.72,0,0,0,176,278,22,48,81,163,278
5106208,E,3,13470002,12/1/15,0,46,40,18,2,10,3,11,173,1,2015,12/1/15,Q4.2015,48 27.34,-123 15.98,48.27340,-123.15980,BC,2.2015,1,10.56,11.68,13.27,14.75,14.75,1.13,1.50,1.62,2.89,2.89,29,53,79,150,150,29,43,79,151,151
5075118,E,3,26110023,7/14/13,57,54,58,10,2,8,2,2,173,3,2013,7/14/13,Q3.2013,47 34.080,-122 31.120,47.34080,-122.31120,WA,2.2013,11,15.23,15.23,15.23,15.23,15.23,2.64,2.64,2.64,2.64,2.64,6,6,6,6,6,6,6,6,6,6
5111903,E,3,13460006,5/29/16,0,46,55,9,4,11,3,2,173,3,2016,5/29/16,Q2.2016,48 33.76,-123 29.85,48.33760,-123.29850,BC,1.2016,11,11.92,11.92,11.92,11.92,14.44,NaN,NaN,NaN,NaN,NaN,15,15,15,15,330,29,59,89,179,359
5043276,N,3,28100017,7/1/10,0,51,64,7,2,8,3,11,173,2,2010,7/1/10,Q3.2010,47 35.33,-122 33.48,47.35330,-122.33480,WA,2.201,2,12.79,12.79,12.79,12.79,14.58,0.71,0.71,0.84,0.95,1.68,4,4,4,4,344,18,18,76,135,344
5119595,E,3,31040301,6/13/16,52,52,80,10,2,4,1,2,173,1,2016,6/13/16,Q2.2016,45 25.5,-123 56.47,45.25500,-123.56470,OR,1.2016,1,14.55,14.55,14.55,14.55,17.11,NaN,NaN,NaN,NaN,NaN,9,9,9,9,303,29,59,89,179,359
5016484,E,3,23304006,7/20/08,0,54,34,14,2,8,3,12,173,2,2008,7/20/08,Q3.2008,47 26.057,-123 07.184,47.26057,-123.07184,WA,2.2008,2,13.44,13.44,13.44,13.44,14.49,0.65,0.65,0.65,0.65,1.81,1,1,1,1,331,1,1,1,1,331
5119155,E,3,13560005,10/29/16,0,47,36,9,3,11,2,11,173,0,2016,10/29/16,Q4.2016,49 44.525,-124 02.002,49.44525,-124.02002,BC,2.2016,0,13.35,16.84,19.32,21.22,21.22,NaN,NaN,NaN,NaN,NaN,29,54,89,94,94,29,59,89,179,359
5070215,N,3,13650101,5/11/13,63,50,45,11,2,10,2,12,173,3,2013,5/11/13,Q2.2013,49 22.20,-123 17.60,49.22200,-123.17600,BC,1.2013,11,13.76,13.76,13.76,13.76,19.23,2.03,2.03,2.03,2.03,2.94,3,3,3,3,266,3,3,3,3,266
5086676,E,3,13430004,7/13/14,0,55,48,10,2,9,3,12,173,0,2014,7/13/14,Q3.2014,48 55.748,-123 42.298,48.55748,-123.42298,BC,2.2014,0,14.27,14.27,14.27,14.27,15.25,1.30,1.76,1.76,1.76,2.27,0,0,0,0,342,4,34,34,34,302
5032005,N,3,23400005,3/6/10,0,47,44,21,2,11,3,11,173,3,2010,3/6/10,Q1.2010,47 22.590,-123 06.822,47.22590,-123.06822,WA,1.201,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
5075230,E,3,23200002,4/28/13,0,52,62,11,2,10,3,2,173,0,2013,4/28/13,Q2.2013,47 44.18,-122 51.58,47.44180,-122.51580,WA,1.2013,0,10.28,10.28,10.28,10.81,15.10,1.08,1.08,1.08,1.08,2.01,2,2,2,173,253,2,2,2,2,253
5102667,E,3,27030116,8/21/15,46,0,55,12,2,7,2,2,173,0,2015,8/21/15,Q3.2015,48 23.204,-124 43.522,48.23204,-124.43522,WA,2.2015,0,13.86,13.86,13.86,13.86,13.86,1.45,1.45,1.45,1.98,3.48,21,21,21,21,21,21,21,21,147,293
5077140,N,3,22100031,10/9/13,51,51,55,14,3,8,2,2,173,2,2013,10/9/13,Q4.2013,48 35.452,-123 02.254,48.35452,-123.02254,WA,2.2013,2,13.16,13.16,13.69,13.69,13.69,1.55,1.55,1.57,1.57,1.57,25,25,84,84,84,25,25,84,84,84
61073,E,3,24020001,3/28/07,50,48,64,10,2,7,3,12,173,2,2007,3/28/07,Q1.2007,48 09.45,-122 40.26,48.09450,-122.40260,WA,1.2007,2,7.99,7.99,7.99,12.35,14.07,0.28,0.33,0.33,1.13,2.05,20,20,20,179,234,20,38,38,179,182
5035939,N,3,23304005,7/11/10,0,51,39,17,2,8,3,12,173,2,2010,7/11/10,Q3.2010,47 26.167,-123 07.189,47.26167,-123.07189,WA,2.201,2,13.05,13.05,13.05,13.05,13.92,0.63,0.63,0.63,0.63,1.86,4,4,4,4,354,4,4,4,4,291
5048294,E,3,42070201,7/2/11,0,54,40,15,3,7,2,1,173,0,2011,7/2/11,Q3.2011,32 41.588,-117 16.196,32.41588,-117.16196,CA,2.2011,0,19.16,19.16,19.16,19.16,20.06,0.33,0.45,0.52,0.52,0.52,0,0,0,0,318,5,56,64,64,64
5037798,E,3,27030105,8/25/10,0,44,40,10,2,5,1,11,173,2,2010,8/25/10,Q3.2010,48 23.52,-124 41.80,48.23520,-124.41800,WA,2.201,2,11.86,12.64,12.64,12.64,12.64,-0.43,0.43,1.04,1.04,1.28,0,47,47,47,47,0,47,79,79,189
5087625,E,3,27030110,8/9/14,47,47,61,13,2,7,2,2,173,3,2014,8/9/14,Q3.2014,48 23.50,-124 43.75,48.23500,-124.43750,WA,2.2014,11,12.38,12.60,12.89,12.89,12.94,-0.04,0.46,2.42,2.42,2.42,3,32,87,87,338,3,39,87,87,87
5051343,E,3,22100016,9/23/11,0,48,48,15,3,7,2,2,173,3,2011,9/23/11,Q3.2011,48 35.44,-123 01.887,48.35440,-123.01887,WA,2.2011,11,13.13,13.13,13.13,13.13,13.13,1.10,1.10,1.10,1.10,1.10,28,28,28,28,28,28,28,28,28,28
47118,N,3,22140002,2/17/07,0,47,51,14,2,8,1,2,173,2,2007,2/17/07,Q1.2007,48 31.00,-123 09.15,48.31000,-123.09150,WA,1.2007,2,7.82,8.21,9.52,13.00,13.00,0.41,0.45,0.69,1.12,1.12,23,59,89,167,167,23,39,88,167,167
5093965,E,3,13460008,1/25/15,0,46,42,7,3,10,3,12,173,0,2015,1/25/15,Q1.2015,48 33.825,-123 29.786,48.33825,-123.29786,BC,1.2015,0,8.64,9.69,11.36,13.97,13.97,NaN,NaN,NaN,NaN,NaN,7,59,84,172,172,29,59,89,179,359
5047987,E,3,23304005,6/28/11,0,48,51,15,3,7,2,12,173,3,2011,6/28/11,Q2.2011,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2011,11,12.72,12.72,12.72,12.72,14.08,0.78,0.78,0.78,0.78,1.27,2,2,2,2,327,2,2,2,2,270
5129406,E,3,13410704,7/16/17,0,51,51,7,3,10,2,11,173,2,2017,7/16/17,Q3.2017,48 52.801,-123 34.420,48.52801,-123.34420,BC,2.2017,2,12.39,12.39,12.39,12.39,15.59,0.24,0.24,0.78,0.78,3.12,9,9,9,9,336,9,9,85,85,336
5026520,E,3,23304006,8/13/09,0,53,60,12,2,8,3,12,173,3,2009,8/13/09,Q3.2009,47 26.057,-123 07.184,47.26057,-123.07184,WA,2.2009,11,13.92,13.92,13.92,13.92,13.92,1.11,1.38,1.45,1.45,1.47,22,22,22,22,22,22,59,60,60,336
5090210,N,3,11460404,10/3/14,48,48,60,13,3,9,2,12,173,3,2014,10/3/14,Q4.2014,50 52.378,-127 30.610,50.52378,-127.30610,BC,2.2014,11,12.04,13.21,13.21,13.21,13.21,1.12,1.12,1.12,1.12,1.12,12,52,52,52,52,10,10,10,10,10
5117404,E,3,22120005,9/22/16,0,47,46,10,2,8,2,2,173,0,2016,9/22/16,Q3.2016,48 26.524,-122 55.857,48.26524,-122.55857,WA,2.2016,0,15.19,15.19,15.45,15.45,15.45,3.13,3.13,3.35,4.11,4.11,26,26,63,63,63,26,26,63,131,131
5026841,E,3,27030108,8/11/09,0,54,54,19,2,9,2,2,173,2,2009,8/11/09,Q3.2009,48 23.403,-124 44.252,48.23403,-124.44252,WA,2.2009,2,11.78,11.78,11.78,11.78,12.28,-0.59,-0.39,0.10,0.19,0.94,25,25,25,25,359,25,53,86,94,260
5048640,N,3,13590509,6/25/11,0,50,44,18,3,9,2,12,173,0,2011,6/25/11,Q2.2011,49 44.408,-123 53.867,49.44408,-123.53867,BC,1.2011,0,15.87,15.87,15.87,15.87,19.43,0.76,0.76,0.76,0.76,3.01,0,0,0,0,323,0,0,0,0,323
5017354,E,3,27030103,8/20/08,51,50,69,14,2,8,2,2,173,2,2008,8/20/08,Q3.2008,48 23.68,-124 40.60,48.23680,-124.40600,WA,2.2008,2,12.28,12.28,12.28,12.28,12.28,-0.13,-0.13,-0.13,-0.13,1.42,3,3,3,3,356,3,3,3,3,302
5081399,E,3,26210005,3/8/14,0,46,46,11,2,5,2,11,173,2,2014,3/8/14,Q1.2014,47 14.81,-122 33.22,47.14810,-122.33220,WA,1.2014,2,8.77,8.77,8.77,15.18,15.62,1.03,1.03,1.03,2.54,2.71,3,3,3,176,227,3,3,3,176,186
5084861,E,3,13470002,6/18/14,0,50,55,8,2,9,1,12,173,3,2014,6/18/14,Q2.2014,48 27.34,-123 15.98,48.27340,-123.15980,BC,1.2014,11,13.18,13.18,13.18,13.18,14.03,2.21,2.21,2.21,2.21,2.21,10,10,10,10,336,10,10,10,10,10
5111046,E,3,13470002,4/15/16,0,48,46,9,3,10,2,11,173,0,2016,4/15/16,Q2.2016,48 27.34,-123 15.98,48.27340,-123.15980,BC,1.2016,0,10.16,10.16,10.16,11.39,14.75,1.72,1.72,1.72,1.72,2.89,4,4,4,179,286,13,13,13,13,287
44503,N,3,22130002,2/10/06,45,0,24,11,2,5,2,11,173,2,2006,2/10/06,Q1.2006,48 35.58,-122 48.46,48.35580,-122.48460,WA,1.2006,2,8.22,8.22,9.39,14.71,14.99,0.94,0.94,0.94,2.26,2.55,6,6,89,179,180,6,6,6,179,180
5054056,N,3,13650101,12/27/11,43,42,32,10,2,11,3,2,173,4,2011,12/27/11,Q4.2011,49 22.20,-123 17.60,49.22200,-123.17600,BC,2.2011,101,7.86,9.96,13.50,18.74,18.74,-0.01,0.05,0.86,2.76,2.76,29,59,88,128,128,6,56,77,120,120
5028074,E,3,23301006,10/12/09,0,52,44,15,3,11,2,11,173,3,2009,10/12/09,Q4.2009,47 33.86,-123 00.87,47.33860,-123.00870,WA,2.2009,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,59,89,179,359,29,59,89,179,359
5037763,E,3,27030106,8/24/10,67,44,46,13,3,6,2,8,173,2,2010,8/24/10,Q3.2010,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.201,2,11.83,12.64,12.64,12.64,12.64,-0.59,0.43,1.04,1.04,1.28,18,46,46,46,46,18,46,78,78,188
56544,E,3,12090601,10/4/06,0,50,43,12,4,8,3,8,173,2,2006,10/4/06,Q4.2006,48 57.10,-125 11.50,48.57100,-125.11500,BC,2.2006,2,14.99,15.05,15.05,15.05,15.05,2.23,2.27,2.27,2.27,2.28,29,31,31,31,31,29,30,30,30,260
5118062,E,3,11460405,9/6/16,0,46,45,9,3,10,1,11,173,2,2016,9/6/16,Q3.2016,50 52.340,-127 27.210,50.52340,-127.27210,BC,2.2016,2,13.02,13.86,13.86,13.86,13.86,0.77,1.74,1.74,1.74,1.74,29,39,39,39,39,29,39,39,39,39
5064736,E,3,12091001,10/28/12,0,48,34,8,4,10,2,12,173,2,2012,10/28/12,Q4.2012,48 57.92,-125 04.89,48.57920,-125.04890,BC,2.2012,2,12.02,13.64,14.23,14.23,14.23,0.18,1.15,1.22,1.22,1.22,28,51,72,72,72,28,35,72,72,72
5130446,E,3,23304001,8/2/17,0,51,58,11,2,11,2,11,173,2,2017,8/2/17,Q3.2017,47 26.78,-123 06.80,47.26780,-123.06800,WA,2.2017,2,16.80,16.80,16.80,16.80,16.80,4.51,4.58,4.58,4.58,4.58,29,29,29,29,29,29,31,31,31,31
59311,E,3,22210201,10/27/07,0,46,53,12,1,5,2,8,173,2,2007,10/27/07,Q4.2007,48 25.04,-122 39.84,48.25040,-122.39840,WA,2.2007,2,11.23,12.98,14.20,14.64,14.64,1.22,1.22,1.82,2.37,2.37,3,52,72,91,91,3,3,72,91,91
5083696,E,3,41140261,5/20/14,52,50,49,8,1,6,2,1,173,0,2014,5/20/14,Q2.2014,36 38.04,-121 55.06,36.38040,-121.55060,CA,1.2014,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5093141,E,3,13470002,1/2/15,0,45,41,13,1,10,2,12,173,0,2015,1/2/15,Q1.2015,48 27.34,-123 15.98,48.27340,-123.15980,BC,1.2015,0,9.22,11.19,11.77,14.30,14.30,1.09,1.89,1.89,2.00,2.21,21,57,87,149,149,11,57,57,149,208
5077764,N,3,22100006,10/31/13,50,47,32,9,2,9,2,2,173,3,2013,10/31/13,Q4.2013,48 35.773,-122 58.791,48.35773,-122.58791,WA,2.2013,11,11.24,13.91,13.91,13.91,13.91,NaN,NaN,NaN,NaN,NaN,25,47,47,47,47,29,59,89,179,359
5118710,N,3,12091009,10/12/16,55,48,44,11,3,7,2,11,173,0,2016,10/12/16,Q4.2016,48 58.445,-125 01.880,48.58445,-125.01880,BC,2.2016,0,15.17,17.52,17.52,17.52,17.52,2.88,4.64,4.64,4.64,4.64,29,46,46,46,46,1,46,46,46,46
5102369,E,3,22110001,8/16/15,55,0,47,10,1,8,2,11,173,0,2015,8/16/15,Q3.2015,48 35.71,-122 57.95,48.35710,-122.57950,WA,2.2015,0,14.97,14.97,14.97,14.97,14.97,NaN,NaN,NaN,NaN,NaN,16,16,16,16,16,29,59,89,179,359
5071392,N,3,13350001,6/5/13,0,53,60,19,1,6,3,12,173,2,2013,6/5/13,Q2.2013,49 18.835,-124 14.497,49.18835,-124.14497,BC,1.2013,2,15.34,15.34,15.34,15.34,20.26,2.34,2.34,2.34,2.34,4.38,0,0,0,0,327,26,26,26,26,327
5089747,E,3,22140012,9/22/14,52,52,60,11,2,6,2,2,173,0,2014,9/22/14,Q3.2014,48 35.47,-123 12.19,48.35470,-123.12190,WA,2.2014,0,13.23,14.30,14.30,14.30,14.30,1.45,2.00,2.00,2.21,2.21,26,47,47,47,47,0,47,47,106,106
5022000,E,3,13590504,3/23/09,45,45,34,17,2,8,3,2,173,2,2009,3/23/09,Q1.2009,49 46.293,-123 56.488,49.46293,-123.56488,BC,1.2009,2,7.09,7.09,7.09,13.92,20.06,0.14,0.14,0.14,1.26,3.65,3,3,3,173,218,26,26,26,173,218
5024009,E,3,41150206,5/29/09,0,50,53,12,3,8,3,1,173,2,2009,5/29/09,Q2.2009,36 28.680,-121 56.524,36.28680,-121.56524,CA,1.2009,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5032940,E,3,13590507,1/24/10,0,43,32,13,3,9,2,12,173,2,2010,1/24/10,Q1.2010,49 45.600,-123 55.937,49.45600,-123.55937,BC,1.201,2,6.69,8.32,10.03,20.90,21.00,0.11,0.11,0.11,4.61,4.73,13,59,89,179,180,1,1,1,179,180
5079465,E,3,12091002,10/1/13,0,52,51,10,3,9,2,2,173,0,2013,10/1/13,Q4.2013,48 57.38,-125 02.01,48.57380,-125.02010,BC,2.2013,0,16.48,16.48,16.48,16.48,16.48,3.72,3.72,3.72,3.72,3.72,26,26,26,26,26,26,26,26,26,26
5033114,N,3,22110002,4/24/10,50,49,56,7,2,8,2,12,173,2,2010,4/24/10,Q2.2010,48 35.715,-122 58.055,48.35715,-122.58055,WA,1.201,2,9.37,9.37,9.37,9.91,13.73,NaN,NaN,NaN,NaN,NaN,6,6,6,170,223,29,59,89,179,359
5076687,N,3,12090901,9/27/13,55,53,40,11,2,9,2,2,173,0,2013,9/27/13,Q3.2013,48 55.84,-125 07.54,48.55840,-125.07540,BC,2.2013,0,16.48,16.48,16.48,16.48,16.48,3.72,3.72,3.72,3.72,3.72,22,22,22,22,22,22,22,22,22,22
5034272,E,3,25100204,5/30/10,0,50,70,17,2,7,1,12,173,3,2010,5/30/10,Q2.2010,47 48.411,-122 23.646,47.48411,-122.23646,WA,1.201,11,11.16,11.16,11.16,11.16,14.57,0.49,0.93,0.93,0.95,2.14,5,5,5,5,312,15,44,44,103,350
5079517,E,3,12090604,9/26/13,0,51,59,14,3,10,3,2,173,1,2013,9/26/13,Q3.2013,48 54.41,-125 10.36,48.54410,-125.10360,BC,2.2013,1,16.48,16.48,16.48,16.48,16.48,3.72,3.72,3.72,3.72,3.72,21,21,21,21,21,21,21,21,21,21
5064159,N,3,13230010,9/28/12,0,50,36,14,2,8,3,12,173,2,2012,9/28/12,Q3.2012,49 28.965,-124 39.028,49.28965,-124.39028,BC,2.2012,2,16.54,20.10,20.18,20.18,20.18,1.60,3.94,4.38,4.38,4.38,19,41,78,78,78,19,41,78,78,78
5108121,E,3,13430002,1/3/16,0,45,46,10,3,9,2,7,173,0,2016,1/3/16,Q1.2016,48 55.633,-123 41.917,48.55633,-123.41917,BC,1.2016,0,9.08,10.70,12.69,16.73,16.73,1.01,1.38,2.08,3.63,4.31,24,59,86,156,156,20,53,86,156,190
5114564,E,3,27030203,7/13/16,0,52,59,9,3,8,2,2,173,0,2016,7/13/16,Q3.2016,48 22.43,-124 34.26,48.22430,-124.34260,WA,2.2016,0,11.88,12.02,12.02,12.02,13.72,0.36,1.01,2.12,2.12,2.12,22,39,39,39,348,22,39,84,84,84
5049849,E,3,26110004,8/13/11,0,52,48,8,3,9,3,2,173,2,2011,8/13/11,Q3.2011,47 35.80,-122 29.76,47.35800,-122.29760,WA,2.2011,2,14.36,14.36,14.36,14.36,14.36,1.42,1.42,1.42,1.42,1.43,19,19,19,19,19,19,19,19,19,321
